"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US10037","ZCTA5 10037","9922","664","14.3","3.6","9.9","2.7","9.7","2.4","7.3","2.0","9.4","2.6","16.1","3.0","9.7","2.7","11.7","2.9","6.3","2.1","5.7","1.8","48782","8464","73954","7239","53.5","(X)","(X)","(X)","(X)","(X)","3923","478","13.7","6.0","3.8","2.3","7.5","3.0","7.4","4.4","5.9","3.0","21.1","5.6","11.6","4.3","12.4","5.2","8.9","4.5","7.7","3.0","63299","4266","88211","12270","(X)","(X)","55.0","(X)","(X)","(X)","1626","288","1.7","1.8","0.4","0.7","9.4","5.4","4.6","3.9","5.2","3.9","19.2","7.3","15.4","7.8","11.8","5.6","16.1","9.2","16.2","6.8","86267","10487","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5999","566","14.7","4.4","13.9","3.7","11.1","3.8","7.3","2.3","11.7","3.6","13.0","2.9","8.4","3.3","11.2","3.8","4.5","2.4","4.4","2.1","36595","3373","64450","9076","(X)","(X)","(X)","(X)","52.6","(X)",
"860Z200US10038","ZCTA5 10038","10494","879","10.3","5.0","5.4","1.7","5.9","1.7","6.3","2.3","6.1","2.1","6.3","1.8","9.7","3.0","15.8","3.9","6.6","2.0","27.6","4.4","99924","21419","148712","18273","43.1","(X)","(X)","(X)","(X)","(X)","4419","547","6.2","3.5","4.2","2.7","7.6","3.6","7.3","3.1","6.4","4.3","5.0","2.2","12.8","5.2","17.0","6.2","6.5","2.8","27.0","7.3","101103","17276","158475","32482","(X)","(X)","47.7","(X)","(X)","(X)","2936","481","3.6","3.3","3.7","3.3","6.1","3.5","6.8","3.9","4.4","3.8","4.1","2.6","9.5","4.5","19.8","8.0","7.8","3.9","34.2","10.0","135300","34603","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6075","698","13.2","7.4","6.2","2.3","4.6","2.0","5.6","3.0","5.9","2.2","7.3","2.8","9.2","3.4","13.6","4.8","6.4","2.6","28.0","5.3","91723","27386","139803","19747","(X)","(X)","(X)","(X)","39.6","(X)",
"860Z200US10039","ZCTA5 10039","11550","716","10.4","2.2","6.9","2.4","11.5","3.1","8.6","2.5","12.4","3.4","19.5","3.5","12.3","2.9","9.3","2.1","4.8","1.9","4.2","1.2","50164","5284","69073","4923","42.2","(X)","(X)","(X)","(X)","(X)","6387","697","9.2","3.2","6.9","3.5","14.3","5.2","7.5","2.8","17.2","5.5","19.7","5.2","8.0","3.3","8.8","2.9","5.0","2.7","3.4","1.3","43031","9583","63685","5279","(X)","(X)","53.4","(X)","(X)","(X)","2114","468","3.1","3.2","1.3","1.5","17.2","10.5","5.6","4.2","16.2","9.8","17.8","7.4","6.0","4.4","13.7","7.2","10.6","7.3","8.6","4.0","60544","14207","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5163","603","12.5","3.8","7.6","3.1","8.0","3.4","9.5","4.2","6.9","3.3","19.4","4.6","16.8","6.1","9.6","3.3","4.7","3.0","5.1","2.3","56476","5910","73985","9908","(X)","(X)","(X)","(X)","27.7","(X)",
"860Z200US10040","ZCTA5 10040","16502","773","9.1","1.7","7.0","2.1","9.7","1.9","8.0","2.2","11.9","2.2","16.9","2.3","11.4","2.0","15.0","2.5","4.9","1.6","6.1","1.3","54700","5905","76397","4973","41.9","(X)","(X)","(X)","(X)","(X)","9163","623","8.7","2.4","2.0","1.2","8.8","2.5","7.1","2.3","12.0","3.0","18.5","3.6","12.7","3.5","15.9","3.2","5.4","2.2","8.8","2.0","68148","3426","87664","6819","(X)","(X)","49.3","(X)","(X)","(X)","4626","547","5.0","3.0","1.7","1.5","5.7","2.4","3.7","2.0","11.0","4.5","16.0","3.8","13.2","5.1","19.7","4.9","8.1","3.8","15.9","4.1","83381","8087","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7339","650","10.0","2.7","13.2","4.2","11.1","3.5","9.4","3.7","12.8","3.6","15.7","2.7","10.8","2.6","12.4","3.1","2.8","1.7","1.8","0.9","43847","4516","57155","5077","(X)","(X)","(X)","(X)","31.9","(X)",
"860Z200US10044","ZCTA5 10044","4914","502","3.0","1.8","2.4","1.7","3.1","2.4","4.7","3.6","7.3","4.8","10.8","4.5","13.3","4.8","16.5","5.3","10.5","3.9","28.3","4.7","115294","12874","163681","16563","31.7","(X)","(X)","(X)","(X)","(X)","2673","347","1.6","1.8","2.8","2.0","1.0","1.2","2.5","2.5","5.4","5.8","10.4","4.9","14.8","6.3","11.0","5.8","11.0","4.5","39.4","7.6","150495","24857","201955","29066","(X)","(X)","30.7","(X)","(X)","(X)","2167","295","0.6","0.7","0.6","1.1","1.3","1.5","3.0","3.0","6.0","6.9","8.4","4.2","15.0","8.0","10.0","5.8","12.5","5.0","42.8","8.7","164213","27351","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2241","416","4.6","3.2","1.9","2.7","5.6","5.0","7.3","7.1","9.6","7.8","11.4","8.6","11.9","7.0","22.9","9.4","9.7","6.6","15.1","6.2","90855","36193","117836","14737","(X)","(X)","(X)","(X)","32.6","(X)",
"860Z200US10128","ZCTA5 10128","29351","1358","5.3","1.9","2.7","1.3","4.2","1.1","5.3","2.3","3.4","1.0","9.9","2.0","10.4","2.0","14.9","2.2","10.9","1.4","33.0","2.7","127919","10591","218422","17363","31.5","(X)","(X)","(X)","(X)","(X)","13305","931","3.7","2.0","1.2","0.7","2.7","1.1","0.3","0.3","2.8","1.5","8.6","2.9","8.2","2.5","11.4","2.5","10.5","2.0","50.7","4.3","206097","23997","313231","28472","(X)","(X)","35.7","(X)","(X)","(X)","10429","825","0.6","0.6","0.3","0.3","3.0","1.3","0.4","0.4","2.0","1.4","3.5","1.7","8.0","2.4","9.9","2.6","11.9","2.1","60.5","4.4","249067","12190","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16046","1271","6.8","3.0","4.4","2.2","5.3","1.7","9.1","4.0","3.9","1.5","11.0","2.4","12.1","3.1","17.8","3.6","11.4","2.4","18.1","3.4","95738","7795","138843","24984","(X)","(X)","(X)","(X)","27.2","(X)",
"860Z200US10301","ZCTA5 10301","14308","579","8.8","1.6","3.8","1.3","5.4","1.6","7.5","1.9","8.9","1.8","13.9","2.4","11.7","2.2","15.6","2.2","10.3","1.6","14.2","2.2","78053","5038","111315","7178","52.1","(X)","(X)","(X)","(X)","(X)","8720","561","6.6","2.1","1.1","1.1","3.6","1.7","5.5","2.5","9.2","2.3","13.0","3.2","10.0","2.7","16.8","3.0","13.6","2.5","20.6","3.3","102779","6687","137149","10398","(X)","(X)","54.0","(X)","(X)","(X)","5478","541","4.3","2.0","0.2","0.4","2.9","1.8","2.3","1.5","8.3","2.8","8.8","2.9","9.4","2.7","17.4","3.9","18.7","3.7","27.5","4.5","139569","16180","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5588","438","12.4","3.1","8.2","2.8","8.9","3.5","10.8","3.4","9.5","2.1","18.5","4.2","13.1","3.9","11.5","3.3","3.7","1.2","3.4","1.7","50165","9681","64931","6668","(X)","(X)","(X)","(X)","48.2","(X)",
"860Z200US10302","ZCTA5 10302","5597","538","10.3","4.5","3.1","1.2","7.8","2.8","4.6","2.3","8.8","4.3","16.7","4.1","10.4","3.6","19.0","3.7","10.0","2.8","9.4","3.5","73927","11834","90391","8139","53.2","(X)","(X)","(X)","(X)","(X)","3980","424","5.8","3.7","2.2","1.7","4.9","2.8","4.0","2.4","7.2","5.3","16.8","4.7","9.8","4.2","24.6","4.6","12.6","3.8","12.0","4.7","98538","11132","106799","8512","(X)","(X)","52.6","(X)","(X)","(X)","2800","415","0.3","0.9","1.5","1.4","2.5","2.1","1.8","1.5","7.2","6.8","16.5","5.1","10.9","5.5","29.0","5.8","15.5","4.6","14.8","6.2","111686","15365","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1617","338","27.7","11.0","6.3","3.6","15.4","6.8","8.2","5.7","7.5","4.0","15.8","7.3","8.5","4.6","4.3","3.7","4.5","4.3","1.9","1.8","25990","11527","43308","9967","(X)","(X)","(X)","(X)","47.4","(X)",
"860Z200US10303","ZCTA5 10303","8387","485","11.0","2.4","5.4","2.0","5.2","1.7","5.9","1.9","6.1","2.6","18.7","3.3","9.7","2.2","17.9","3.3","13.0","2.9","7.1","2.2","69879","5480","92679","6392","63.8","(X)","(X)","(X)","(X)","(X)","6407","452","9.6","2.8","3.9","2.2","4.0","1.8","5.7","2.3","5.2","2.6","16.3","3.5","11.6","2.7","20.3","4.0","15.7","3.8","7.7","2.6","85716","8705","101540","7481","(X)","(X)","68.5","(X)","(X)","(X)","3655","380","2.9","1.7","1.5","1.4","3.3","2.1","6.6","3.2","2.7","2.0","16.9","4.6","9.0","2.5","23.9","6.0","21.0","5.4","12.2","4.2","117837","18466","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1980","366","16.3","6.6","11.7","4.6","9.4","4.2","7.2","3.8","8.6","4.4","25.3","10.3","4.7","2.7","13.7","6.4","1.3","1.5","1.8","1.6","43654","16094","55051","8867","(X)","(X)","(X)","(X)","47.9","(X)",
"860Z200US10304","ZCTA5 10304","15160","829","11.4","2.3","4.7","1.9","6.4","1.6","6.4","2.0","11.0","2.4","15.7","3.5","8.6","2.0","17.6","3.5","7.2","1.7","10.9","2.2","64539","5750","100967","9839","56.6","(X)","(X)","(X)","(X)","(X)","10335","740","6.6","2.4","4.4","2.0","3.6","1.4","3.8","1.8","12.2","3.1","15.1","3.1","8.0","2.4","22.7","4.9","9.3","2.3","14.4","2.9","89828","13770","122808","13506","(X)","(X)","60.6","(X)","(X)","(X)","6181","503","1.9","1.3","3.4","2.4","2.2","1.6","5.1","2.7","9.1","3.4","15.3","3.4","8.8","3.3","25.9","5.1","11.9","3.0","16.3","3.5","105594","3652","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4825","627","22.2","5.8","5.5","2.8","13.0","4.5","12.0","5.0","8.4","3.5","18.1","8.6","8.2","3.1","8.1","3.7","2.4","1.2","2.1","1.3","32175","7990","49743","6333","(X)","(X)","(X)","(X)","47.4","(X)",
"860Z200US10305","ZCTA5 10305","15969","734","4.9","1.5","3.3","1.2","6.6","1.8","6.6","2.0","8.9","1.7","18.8","3.4","11.6","2.5","19.5","3.1","9.2","2.0","10.7","1.9","76833","5721","100743","5657","49.9","(X)","(X)","(X)","(X)","(X)","11101","742","1.7","0.9","1.4","0.7","5.4","1.5","4.9","1.8","8.8","2.2","15.2","3.5","14.9","3.4","24.1","4.0","10.8","2.5","12.9","2.6","97586","6456","114669","6576","(X)","(X)","52.3","(X)","(X)","(X)","8039","616","1.1","1.0","1.0","0.7","4.4","2.0","3.9","1.8","8.8","2.7","15.0","3.6","15.4","4.3","22.1","4.0","12.3","3.1","16.0","3.7","100407","6866","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4868","608","12.8","4.6","8.0","3.6","10.2","4.7","10.7","4.6","8.2","3.1","27.5","8.0","7.5","2.8","9.6","3.1","2.3","1.5","3.1","2.7","50103","13314","58514","7852","(X)","(X)","(X)","(X)","44.5","(X)",
"860Z200US10306","ZCTA5 10306","19820","752","3.2","1.3","3.5","1.1","6.8","1.5","7.6","1.5","7.4","1.7","14.3","2.9","12.5","2.1","19.7","2.4","11.2","1.6","13.7","2.0","88687","4533","111383","5059","48.3","(X)","(X)","(X)","(X)","(X)","14277","748","1.5","0.7","1.7","0.8","4.5","1.6","5.5","1.7","6.3","2.0","15.1","3.5","12.5","2.4","21.8","2.9","14.6","2.1","16.5","2.7","106573","9755","128284","6993","(X)","(X)","48.4","(X)","(X)","(X)","10315","745","1.4","0.9","1.0","0.7","2.9","1.5","3.1","1.1","5.9","2.4","12.5","3.4","13.0","2.7","22.0","3.4","17.3","2.6","21.0","3.4","120439","8597","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5543","480","8.2","3.5","8.1","3.3","14.3","3.8","13.0","3.4","11.2","3.7","13.0","3.9","12.0","4.1","12.8","3.6","3.7","2.0","3.7","1.9","43137","9432","61877","6300","(X)","(X)","(X)","(X)","45.8","(X)",
"860Z200US10307","ZCTA5 10307","5146","338","2.9","1.8","2.4","2.1","2.8","1.4","5.9","2.5","6.6","2.9","15.9","5.0","7.7","2.6","21.0","5.0","12.2","4.7","22.7","4.5","117469","12054","136066","11731","47.8","(X)","(X)","(X)","(X)","(X)","3858","383","1.7","1.2","1.4","2.0","0.2","0.3","3.2","2.1","5.7","2.8","16.8","5.0","7.0","2.6","22.1","5.5","13.5","5.4","28.5","5.3","129054","9444","154964","13716","(X)","(X)","52.1","(X)","(X)","(X)","3271","362","0.6","0.6","0.2","0.4","0.0","1.1","2.0","1.6","6.0","3.2","14.9","5.9","7.0","2.8","24.4","6.6","14.2","6.1","30.8","5.8","133587","14558","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1288","238","7.5","6.3","5.1","6.5","10.6","5.5","13.9","7.7","11.9","7.1","14.4","8.7","9.4","6.0","15.6","9.5","6.4","7.4","5.1","4.2","50451","8622","72969","15271","(X)","(X)","(X)","(X)","33.4","(X)",
"860Z200US10308","ZCTA5 10308","10488","636","3.5","1.9","2.7","1.2","3.4","1.7","4.0","1.3","5.8","2.2","10.9","2.8","13.7","2.7","22.4","3.3","15.5","3.2","18.2","3.8","116082","9754","126978","7777","54.3","(X)","(X)","(X)","(X)","(X)","8360","616","0.4","0.4","1.7","1.1","1.8","1.0","1.7","0.9","4.6","2.2","10.4","3.2","15.3","3.3","25.0","3.9","19.5","4.2","19.7","4.3","132328","17209","140874","7786","(X)","(X)","54.0","(X)","(X)","(X)","6940","677","0.2","0.3","1.9","1.3","1.6","1.0","1.3","0.8","3.6","1.9","8.4","3.2","14.2","3.1","25.3","4.7","22.3","4.8","21.2","5.0","139497","6180","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2128","371","15.8","8.2","6.6","4.4","9.5","6.5","13.0","5.9","10.5","5.9","12.8","5.1","14.1","5.6","10.7","7.0","4.9","3.6","2.1","2.3","45893","16898","57817","11554","(X)","(X)","(X)","(X)","54.1","(X)",
"860Z200US10309","ZCTA5 10309","12114","833","5.1","2.2","6.2","3.6","4.2","1.6","3.3","1.2","6.7","2.2","13.3","4.0","8.6","2.4","17.6","3.4","15.0","2.9","20.2","3.1","107500","14840","133325","11652","50.2","(X)","(X)","(X)","(X)","(X)","9253","645","2.4","1.6","1.8","1.2","3.4","1.6","3.0","1.5","7.0","2.5","12.1","4.3","9.2","2.6","19.5","3.7","18.3","3.6","23.3","3.6","125028","20602","149645","13505","(X)","(X)","54.5","(X)","(X)","(X)","7599","615","1.6","1.6","1.6","1.2","3.6","1.9","2.7","1.6","6.1","2.8","11.4","4.9","8.0","2.7","18.0","4.0","21.3","4.4","25.6","4.5","143060","16913","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2861","617","14.4","7.7","20.3","13.1","6.9","4.6","4.1","2.9","5.7","3.6","16.6","7.8","7.4","5.1","13.4","8.2","5.1","4.1","6.1","3.6","46506","27107","70780","16989","(X)","(X)","(X)","(X)","35.6","(X)",
"860Z200US10310","ZCTA5 10310","9070","542","8.3","2.0","3.0","1.2","5.1","1.7","4.2","1.6","9.4","3.2","12.8","2.2","9.2","1.9","20.4","3.2","16.2","3.9","11.4","2.2","96161","13046","108100","6577","47.8","(X)","(X)","(X)","(X)","(X)","6729","544","6.1","2.3","1.5","1.1","3.9","1.9","3.8","2.1","8.1","3.8","10.9","2.5","9.4","2.2","23.0","4.3","19.2","5.1","14.0","3.1","114332","9455","121223","9053","(X)","(X)","48.9","(X)","(X)","(X)","4604","454","4.7","2.7","1.2","1.2","1.6","1.2","2.7","2.6","6.7","4.7","10.8","3.1","7.5","2.3","26.2","5.4","19.9","5.7","18.7","4.4","125552","7346","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2341","313","14.5","4.2","7.9","3.5","8.6","3.6","5.6","2.7","14.7","5.8","18.3","5.0","9.1","4.0","13.2","4.3","5.5","2.9","2.5","1.7","48227","8021","64135","7019","(X)","(X)","(X)","(X)","43.9","(X)",
"860Z200US10312","ZCTA5 10312","21708","850","3.1","1.2","2.1","0.9","4.2","1.1","5.7","1.4","8.4","1.7","12.7","2.1","13.3","2.3","19.4","2.0","14.8","2.1","16.3","1.9","100875","5703","123417","5604","56.3","(X)","(X)","(X)","(X)","(X)","16800","857","1.5","0.8","2.0","1.1","2.4","1.0","3.7","1.3","6.2","1.9","13.1","2.6","12.8","2.4","21.0","2.0","17.4","2.5","20.0","2.4","119302","10928","138577","6588","(X)","(X)","56.9","(X)","(X)","(X)","13119","665","0.3","0.3","0.9","0.6","1.7","0.8","3.0","1.4","5.2","1.9","12.1","2.4","11.4","2.4","22.1","2.2","19.2","2.8","24.0","2.8","134880","6989","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4908","531","9.8","3.7","2.9","1.7","10.6","3.6","12.7","4.0","16.0","3.8","13.7","3.9","14.5","4.9","13.7","3.9","3.3","2.0","2.8","1.8","48848","4863","64730","6908","(X)","(X)","(X)","(X)","52.0","(X)",
"860Z200US10314","ZCTA5 10314","31761","731","3.8","1.0","2.8","0.9","5.1","0.9","6.6","1.3","9.7","1.3","12.9","1.6","11.9","1.4","19.0","1.6","12.2","1.6","16.1","1.7","94578","5196","116963","3835","51.1","(X)","(X)","(X)","(X)","(X)","23621","892","2.9","1.2","1.6","0.7","3.2","0.9","5.0","1.3","8.0","1.4","12.2","1.8","12.1","1.5","21.0","1.8","14.1","2.0","19.9","2.1","111490","8023","131777","5073","(X)","(X)","52.9","(X)","(X)","(X)","18109","896","1.7","1.2","0.8","0.6","2.8","0.9","3.9","1.3","7.3","1.7","12.7","2.0","10.8","1.8","20.2","2.0","16.2","2.3","23.4","2.4","126211","6392","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8140","657","7.5","2.5","6.8","2.8","11.1","2.8","11.8","2.7","13.6","3.7","15.0","3.7","13.1","3.2","13.5","3.3","4.9","2.0","2.8","1.4","49044","7286","64208","4617","(X)","(X)","(X)","(X)","42.9","(X)",
"860Z200US10451","ZCTA5 10451","20434","883","17.0","2.5","11.2","2.1","12.9","2.3","9.7","1.9","12.9","2.4","14.3","2.6","7.8","2.0","7.6","2.0","3.0","0.9","3.6","1.5","33945","4114","54313","4600","38.9","(X)","(X)","(X)","(X)","(X)","11462","771","14.9","3.7","7.8","2.6","12.1","3.2","9.8","2.4","13.0","3.5","14.1","2.9","11.0","3.3","10.0","3.1","3.5","1.4","3.8","1.6","41624","5225","62466","7162","(X)","(X)","45.5","(X)","(X)","(X)","3942","489","2.2","1.7","2.7","2.3","9.4","3.9","8.9","4.4","11.8","4.7","13.7","5.1","17.4","5.4","16.6","6.6","8.5","4.0","8.7","3.9","80600","15712","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8972","885","20.7","3.5","16.4","3.6","14.0","3.1","9.5","3.0","14.4","3.3","13.5","3.9","4.5","1.7","2.4","0.9","1.6","1.1","3.1","2.8","22757","4793","39868","6018","(X)","(X)","(X)","(X)","28.8","(X)",
"860Z200US10452","ZCTA5 10452","27940","934","14.3","2.4","10.7","2.3","13.4","2.3","12.8","2.0","16.8","2.2","14.7","2.2","8.5","1.6","6.0","1.4","1.7","0.7","1.0","0.4","33877","2678","44666","2336","45.0","(X)","(X)","(X)","(X)","(X)","18611","946","11.0","2.6","6.1","1.7","13.8","3.0","12.8","2.6","19.0","2.7","17.6","3.0","9.3","2.2","7.3","1.8","1.7","0.9","1.2","0.6","39797","3070","49669","3165","(X)","(X)","46.8","(X)","(X)","(X)","6460","780","2.6","1.8","1.7","1.5","10.9","5.7","14.5","4.6","17.6","4.1","22.3","5.6","12.0","3.9","13.9","4.2","3.3","2.3","1.3","1.0","52210","5056","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9329","896","23.3","5.1","21.3","5.6","13.0","3.4","13.5","3.9","11.8","3.8","8.3","2.7","5.1","2.4","2.4","1.3","0.8","0.8","0.4","0.5","18678","3179","29518","2821","(X)","(X)","(X)","(X)","38.0","(X)",
"860Z200US10453","ZCTA5 10453","27864","849","16.7","2.5","10.5","1.5","13.9","1.9","9.0","1.8","14.1","1.9","14.7","2.0","8.7","1.2","8.5","1.5","3.0","0.9","0.9","0.6","34860","3026","48372","2740","41.9","(X)","(X)","(X)","(X)","(X)","18669","869","13.3","2.4","6.5","1.4","13.1","2.2","10.0","2.6","16.8","2.4","16.9","2.6","10.5","1.7","8.7","1.8","3.1","1.2","1.1","0.8","41510","3107","52619","3128","(X)","(X)","44.1","(X)","(X)","(X)","5893","726","7.3","2.8","5.1","2.4","8.6","3.5","7.6","3.3","18.3","5.2","17.0","4.4","18.6","4.4","9.7","2.7","5.0","2.3","2.6","2.5","52512","8640","67526","7539","(X)","(X)","(X)","(X)","(X)","(X)","9195","877","24.2","5.0","19.9","3.5","16.2","4.0","7.4","2.3","9.3","2.7","10.1","3.0","4.8","1.6","5.1","2.1","2.5","1.7","0.5","0.6","17105","2437","35938","4454","(X)","(X)","(X)","(X)","34.6","(X)",
"860Z200US10454","ZCTA5 10454","14259","568","21.8","3.0","17.3","3.1","14.5","3.0","9.3","2.3","12.4","2.9","10.2","2.4","5.1","1.6","6.3","1.9","1.0","0.5","2.0","1.4","21846","2122","39741","4214","44.3","(X)","(X)","(X)","(X)","(X)","8370","536","18.8","3.6","10.4","3.1","13.9","3.3","10.0","3.2","17.4","4.3","12.7","3.2","6.8","2.5","7.0","2.7","1.5","0.8","1.5","1.0","32994","3509","44180","3778","(X)","(X)","52.3","(X)","(X)","(X)","3268","542","9.9","4.8","7.1","4.1","11.0","5.8","8.4","4.4","18.5","8.5","15.9","6.2","14.3","6.0","11.2","6.0","1.7","1.2","2.1","1.7","44621","9518","58926","8301","(X)","(X)","(X)","(X)","(X)","(X)","5889","629","26.8","5.0","28.1","5.6","15.6","5.7","8.4","2.8","6.2","2.9","6.3","2.9","3.2","1.9","3.0","1.9","0.4","0.3","2.1","3.0","13973","1416","29260","7847","(X)","(X)","(X)","(X)","30.3","(X)",
"860Z200US10455","ZCTA5 10455","15673","822","15.3","2.9","14.1","3.9","13.5","2.6","13.8","3.4","13.8","2.6","10.1","2.0","10.4","2.4","6.5","2.0","1.3","0.8","1.2","0.6","30741","1669","44713","3892","42.4","(X)","(X)","(X)","(X)","(X)","10071","839","11.7","3.9","11.6","5.1","11.9","3.1","16.0","4.9","13.6","3.1","14.0","2.9","10.1","2.7","7.8","2.7","1.8","1.2","1.7","0.9","33812","6179","51139","5616","(X)","(X)","45.7","(X)","(X)","(X)","2950","479","2.8","2.5","9.7","5.7","6.3","4.5","7.9","4.0","22.0","8.2","16.2","5.6","11.0","5.3","14.4","5.5","4.3","3.8","5.5","2.8","52900","10463","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5602","565","24.4","5.1","20.5","5.1","15.1","5.4","11.2","3.6","11.4","3.7","5.0","2.5","8.0","4.3","4.1","2.1","0.3","0.5","0.0","0.7","17708","2889","29865","3863","(X)","(X)","(X)","(X)","32.8","(X)",
"860Z200US10456","ZCTA5 10456","31718","1262","17.2","2.1","13.4","2.6","12.7","1.8","11.7","1.9","15.2","2.3","13.7","1.8","7.3","1.6","5.8","1.2","1.9","0.6","1.0","0.5","31166","2602","46133","4452","41.9","(X)","(X)","(X)","(X)","(X)","20414","1172","13.1","2.0","7.3","1.8","14.6","3.0","12.9","2.4","17.4","3.5","14.7","2.1","9.9","2.1","6.9","1.7","2.0","0.8","1.0","0.6","36471","2605","51130","4900","(X)","(X)","46.1","(X)","(X)","(X)","6467","825","5.9","3.1","2.6","1.9","9.1","3.1","12.6","5.9","19.3","5.4","20.9","4.9","14.8","4.1","9.5","2.5","3.4","1.9","1.9","1.6","50654","7782","67447","9522","(X)","(X)","(X)","(X)","(X)","(X)","11304","1051","25.5","4.5","24.8","5.7","13.6","3.1","9.6","2.9","9.7","3.1","10.5","3.1","2.3","1.2","2.5","1.4","1.2","0.8","0.4","0.4","14907","2168","29383","3123","(X)","(X)","(X)","(X)","33.2","(X)",
"860Z200US10457","ZCTA5 10457","25682","1021","15.2","2.1","11.2","1.8","12.9","2.1","9.1","2.0","12.8","2.0","16.9","2.2","9.0","1.4","8.2","1.4","3.2","1.2","1.5","0.6","38066","4209","53193","4089","47.2","(X)","(X)","(X)","(X)","(X)","17050","986","11.9","2.6","6.6","1.3","11.9","2.1","9.7","2.5","13.7","2.6","19.6","2.9","11.2","2.1","10.5","2.0","3.4","1.3","1.4","0.8","47270","3890","59202","4879","(X)","(X)","53.3","(X)","(X)","(X)","5868","633","2.9","1.8","4.1","1.8","7.1","2.5","4.4","1.8","15.2","4.4","24.0","5.1","15.5","3.9","17.2","3.7","6.8","3.3","2.9","1.9","64849","5883","85128","13046","(X)","(X)","(X)","(X)","(X)","(X)","8632","826","24.5","3.7","20.5","3.9","16.6","4.2","8.3","2.7","10.2","2.7","10.5","4.4","4.0","1.7","2.0","1.1","2.3","2.1","1.2","0.9","17660","2737","36514","6867","(X)","(X)","(X)","(X)","31.7","(X)",
